Group;Participant;CollabEnvironememn;trialNb;training;MoveMode;wall;CardToTag;
g06;p02;C;30;1;drag;search;L;2;
g06;ope;C;31;1;drag;none;L;17;
g06;p01;C;31;1;drag;search;L;17;
g06;p02;C;31;1;drag;move;L;17;
g06;ope;C;32;0;drag;none;R;54;
g06;p01;C;32;0;drag;move;R;54;
g06;p02;C;32;0;drag;search;R;54;
g06;ope;C;33;0;drag;none;R;49;
g06;p01;C;33;0;drag;search;R;49;
g06;p02;C;33;0;drag;move;R;49;
g06;ope;C;34;0;drag;none;B;26;
g06;p01;C;34;0;drag;move;B;26;
g06;p02;C;34;0;drag;search;B;26;
g06;ope;C;35;0;drag;none;B;32;
g06;p01;C;35;0;drag;search;B;32;
g06;p02;C;35;0;drag;move;B;32;
g06;ope;C;36;0;drag;none;L;4;
g06;p01;C;36;0;drag;move;L;4;
g06;p02;C;36;0;drag;search;L;4;
g06;ope;C;37;0;drag;none;L;0;
g06;p01;C;37;0;drag;search;L;0;
g06;p02;C;37;0;drag;move;L;0;
g06;ope;C;38;0;drag;none;R;58;
g06;p01;C;38;0;drag;move;R;58;
g06;p02;C;38;0;drag;search;R;58;
g06;ope;C;39;0;drag;none;R;42;
g06;p01;C;39;0;drag;search;R;42;
g06;p02;C;39;0;drag;move;R;42;
g06;ope;C;40;0;drag;none;L;15;
g06;p01;C;40;0;drag;move;L;15;
g06;p02;C;40;0;drag;search;L;15;
g06;ope;C;41;0;drag;none;L;1;
g06;p01;C;41;0;drag;search;L;1;
g06;p02;C;41;0;drag;move;L;1;
g06;ope;C;42;0;drag;none;B;32;
g06;p01;C;42;0;drag;search;B;32;
g06;p02;C;42;0;drag;move;B;32;
g06;ope;C;43;0;drag;none;B;26;
g06;p01;C;43;0;drag;move;B;26;
g06;p02;C;43;0;drag;search;B;26;
g06;ope;C;44;0;drag;none;R;49;
g06;p01;C;44;0;drag;search;R;49;
g06;p02;C;44;0;drag;move;R;49;
g06;ope;C;45;0;drag;none;R;54;
g06;p01;C;45;0;drag;move;R;54;
g06;p02;C;45;0;drag;search;R;54;
g06;ope;C;46;0;drag;none;L;17;
g06;p01;C;46;0;drag;search;L;17;
g06;p02;C;46;0;drag;move;L;17;
g06;ope;C;47;0;drag;none;L;2;
g06;p01;C;47;0;drag;move;L;2;
g06;p02;C;47;0;drag;search;L;2;
g06;ope;C;48;0;drag;none;B;39;
g06;p01;C;48;0;drag;search;B;39;
g06;p02;C;48;0;drag;move;B;39;
g06;ope;C;49;0;drag;none;B;24;
g06;p01;C;49;0;drag;move;B;24;
g06;p02;C;49;0;drag;search;B;24;
g06;ope;C;50;0;drag;none;R;56;
g06;p01;C;50;0;drag;search;R;56;
g06;p02;C;50;0;drag;move;R;56;
g06;ope;C;51;0;drag;none;R;40;
g06;p01;C;51;0;drag;move;R;40;
g06;p02;C;51;0;drag;search;R;40;
#pause;
g06;ope;C;52;1;TP;none;B;23;
g06;p01;C;52;1;TP;move;B;23;
g06;p02;C;52;1;TP;search;B;23;
g06;ope;C;53;1;TP;none;B;38;
g06;p01;C;53;1;TP;search;B;38;
g06;p02;C;53;1;TP;move;B;38;
g06;ope;C;54;1;TP;none;R;45;
g06;p01;C;54;1;TP;move;R;45;
g06;p02;C;54;1;TP;search;R;45;
g06;ope;C;55;1;TP;none;R;50;
g06;p01;C;55;1;TP;search;R;50;
g06;p02;C;55;1;TP;move;R;50;
g06;ope;C;56;1;TP;none;L;12;
g06;p01;C;56;1;TP;move;L;12;
g06;p02;C;56;1;TP;search;L;12;
g06;ope;C;57;1;TP;none;L;9;
g06;p01;C;57;1;TP;search;L;9;
g06;p02;C;57;1;TP;move;L;9;
g06;ope;C;58;0;TP;none;B;36;
g06;p01;C;58;0;TP;move;B;36;
g06;p02;C;58;0;TP;search;B;36;
g06;ope;C;59;0;TP;none;B;30;
g06;p01;C;59;0;TP;search;B;30;
g06;p02;C;59;0;TP;move;B;30;
g06;ope;C;60;0;TP;none;R;53;
g06;p01;C;60;0;TP;move;R;53;
g06;p02;C;60;0;TP;search;R;53;
g06;ope;C;61;0;TP;none;R;57;
g06;p01;C;61;0;TP;search;R;57;
g06;p02;C;61;0;TP;move;R;57;
g06;ope;C;62;0;TP;none;L;13;
g06;p01;C;62;0;TP;move;L;13;
g06;p02;C;62;0;TP;search;L;13;
g06;ope;C;63;0;TP;none;L;7;
g06;p01;C;63;0;TP;search;L;7;
g06;p02;C;63;0;TP;move;L;7;
g06;ope;C;64;0;TP;none;B;33;
g06;p01;C;64;0;TP;move;B;33;
g06;p02;C;64;0;TP;search;B;33;
g06;ope;C;65;0;TP;none;B;28;
g06;p01;C;65;0;TP;search;B;28;
g06;p02;C;65;0;TP;move;B;28;
g06;ope;C;66;0;TP;none;R;48;
g06;p01;C;66;0;TP;move;R;48;
g06;p02;C;66;0;TP;search;R;48;
g06;ope;C;67;0;TP;none;R;52;
g06;p01;C;67;0;TP;search;R;52;
g06;p02;C;67;0;TP;move;R;52;
g06;ope;C;68;0;TP;none;R;57;
g06;p01;C;68;0;TP;search;R;57;
g06;p02;C;68;0;TP;move;R;57;
g06;ope;C;69;0;TP;none;R;53;
g06;p01;C;69;0;TP;move;R;53;
g06;p02;C;69;0;TP;search;R;53;
g06;ope;C;70;0;TP;none;B;30;
g06;p01;C;70;0;TP;search;B;30;
g06;p02;C;70;0;TP;move;B;30;
g06;ope;C;71;0;TP;none;B;36;
g06;p01;C;71;0;TP;move;B;36;
g06;p02;C;71;0;TP;search;B;36;
g06;ope;C;72;0;TP;none;L;9;
g06;p01;C;72;0;TP;search;L;9;
g06;p02;C;72;0;TP;move;L;9;
g06;ope;C;73;0;TP;none;L;12;
g06;p01;C;73;0;TP;move;L;12;
g06;p02;C;73;0;TP;search;L;12;
g06;ope;C;74;0;TP;none;R;50;
g06;p01;C;74;0;TP;search;R;50;
g06;p02;C;74;0;TP;move;R;50;
g06;ope;C;75;0;TP;none;R;45;
g06;p01;C;75;0;TP;move;R;45;
g06;p02;C;75;0;TP;search;R;45;
g06;ope;C;76;0;TP;none;B;38;
g06;p01;C;76;0;TP;search;B;38;
g06;p02;C;76;0;TP;move;B;38;
g06;ope;C;77;0;TP;none;B;23;
g06;p01;C;77;0;TP;move;B;23;
g06;p02;C;77;0;TP;search;B;23;
#pause;
